0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,label
0.543002724647522,0.652896523475647,-1.1341649042151403e-06,0.44055718183517456,0.6199597716331482,-0.04855523258447647,0.35370129346847534,0.5397884845733643,-0.06590013206005096,0.28736138343811035,0.47422316670417786,-0.08401364088058472,0.22722524404525757,0.43574732542037964,-0.09318829327821732,0.4438993036746979,0.46513399481773376,0.0026318388991057873,0.44899481534957886,0.40244564414024353,-0.05688738077878952,0.44902411103248596,0.4654780328273773,-0.08905520290136337,0.44801080226898193,0.507385790348053,-0.10148413479328156,0.518149197101593,0.46724677085876465,0.002086877590045333,0.5201067924499512,0.40915215015411377,-0.06844669580459595,0.5073073506355286,0.4931788444519043,-0.08964607119560242,0.5021828413009644,0.5298848152160645,-0.08530719578266144,0.5858544111251831,0.48125025629997253,-0.010559573769569397,0.5905143022537231,0.4308418333530426,-0.08411190658807755,0.5684740543365479,0.5103796124458313,-0.07177632302045822,0.5593587160110474,0.5468566417694092,-0.040984902530908585,0.6526016592979431,0.5019481182098389,-0.02661796845495701,0.6530294418334961,0.4583994448184967,-0.0689048320055008,0.6275011301040649,0.512378454208374,-0.05152478441596031,0.6125836372375488,0.5432583093643188,-0.02554449997842312,A
0.5908239483833313,0.6130884289741516,-1.313422785642615e-06,0.47678348422050476,0.5760446786880493,-0.04691770672798157,0.3826637864112854,0.4915783107280731,-0.06865836679935455,0.3078526258468628,0.4208618402481079,-0.09227212518453598,0.24308067560195923,0.37939995527267456,-0.10803205519914627,0.4834847152233124,0.41534847021102905,-0.006808180827647448,0.47112056612968445,0.34778085350990295,-0.06785140931606293,0.4721074104309082,0.4192972183227539,-0.09948449581861496,0.48075079917907715,0.463424950838089,-0.11159811168909073,0.5629568696022034,0.4175744354724884,-0.009768979623913765,0.5526591539382935,0.352842777967453,-0.07623567432165146,0.5412167906761169,0.4436315596103668,-0.09049959480762482,0.5451406836509705,0.4843563735485077,-0.08243259787559509,0.6390539407730103,0.4328114986419678,-0.02461104467511177,0.634082555770874,0.376552551984787,-0.09435850381851196,0.6120993494987488,0.46226823329925537,-0.07620446383953094,0.6100283861160278,0.5021300315856934,-0.043187785893678665,0.7152543067932129,0.4568541646003723,-0.042949337512254715,0.7064501643180847,0.405369371175766,-0.08049336075782776,0.6775819659233093,0.46309638023376465,-0.05824269726872444,0.6702277064323425,0.49688321352005005,-0.030301015824079514,A
0.6515585780143738,0.6671497225761414,-1.3237411167210666e-06,0.5266159176826477,0.6270424127578735,-0.05950472131371498,0.4023101329803467,0.535858690738678,-0.09020265936851501,0.3013439178466797,0.47371619939804077,-0.11997276544570923,0.21792134642601013,0.4324571490287781,-0.1377655416727066,0.4816904664039612,0.4487929940223694,-0.04314737394452095,0.42976295948028564,0.402352899312973,-0.13113771378993988,0.4421035051345825,0.49207568168640137,-0.16612014174461365,0.46455317735671997,0.533673882484436,-0.17667201161384583,0.5681105852127075,0.4521024823188782,-0.04877595975995064,0.5107344388961792,0.4110797941684723,-0.1483883261680603,0.5093298554420471,0.5206518769264221,-0.1569652259349823,0.5382640957832336,0.5519071817398071,-0.1387520134449005,0.6551443934440613,0.4721258282661438,-0.06922156363725662,0.6075881719589233,0.43914514780044556,-0.17042355239391327,0.5925465822219849,0.5420085787773132,-0.1383907049894333,0.6154146790504456,0.5717908143997192,-0.08879075944423676,0.7377004623413086,0.4997735321521759,-0.09417928010225296,0.69846111536026,0.46584978699684143,-0.15082821249961853,0.6647418737411499,0.5351400375366211,-0.12338010966777802,0.6717634201049805,0.5650526881217957,-0.08730059862136841,A
0.26051607728004456,0.6065682172775269,-1.2568383453981369e-06,0.29471516609191895,0.4520837366580963,-0.019264601171016693,0.4007766544818878,0.34514766931533813,-0.02344568818807602,0.4860019087791443,0.2793273329734802,-0.030166197568178177,0.5420991778373718,0.21690255403518677,-0.02883882261812687,0.5114071369171143,0.45516759157180786,-0.003964463248848915,0.5481873750686646,0.36508095264434814,-0.04419580474495888,0.4596328139305115,0.3850071132183075,-0.057524099946022034,0.4313492178916931,0.4220723509788513,-0.06269461661577225,0.5110820531845093,0.5431725382804871,-0.01296969037503004,0.5259324908256531,0.4310445189476013,-0.05379214137792587,0.4187520742416382,0.44496846199035645,-0.04948149994015694,0.415050208568573,0.4938402473926544,-0.03947999328374863,0.4872778356075287,0.6224210858345032,-0.0299347136169672,0.5027226805686951,0.5155825614929199,-0.07176444679498672,0.40016135573387146,0.5103612542152405,-0.03997867554426193,0.3943990170955658,0.5581490397453308,-0.010043498128652573,0.456106573343277,0.6932054758071899,-0.049523841589689255,0.46048760414123535,0.6007294058799744,-0.06870953738689423,0.39058682322502136,0.5765355825424194,-0.04428775608539581,0.3866538405418396,0.6120163202285767,-0.022372467443346977,A
0.56623375415802,0.7496767044067383,-1.364958052363363e-06,0.4315151274204254,0.7291073203086853,-0.05058862641453743,0.30021876096725464,0.6554095149040222,-0.06859474629163742,0.19651879370212555,0.5920103788375854,-0.08899448066949844,0.11262097954750061,0.5614874362945557,-0.09909071028232574,0.3656962215900421,0.5505308508872986,0.01832159049808979,0.3594176173210144,0.4831509292125702,-0.047531913965940475,0.3806372582912445,0.5577236413955688,-0.08463117480278015,0.3870019316673279,0.6013489365577698,-0.09900372475385666,0.44998419284820557,0.5403881669044495,0.017124827951192856,0.4422953724861145,0.4814241826534271,-0.05514989048242569,0.45785757899284363,0.5765154957771301,-0.07684198766946793,0.4536036550998688,0.6102848649024963,-0.07281205803155899,0.5293780565261841,0.5403313636779785,0.0010875217849388719,0.5245158076286316,0.48940494656562805,-0.07534762471914291,0.5309150815010071,0.5802370309829712,-0.06017068028450012,0.5252894759178162,0.6158276200294495,-0.02727789431810379,0.6074708700180054,0.5473516583442688,-0.018829427659511566,0.5989729762077332,0.49963119626045227,-0.055908117443323135,0.5961432456970215,0.5661033391952515,-0.03173688054084778,0.5912384986877441,0.5978289842605591,-0.0017703678458929062,A
0.6547349095344543,0.6943510174751282,-1.4364270555233816e-06,0.5065703392028809,0.6963764429092407,-0.08724828064441681,0.33925849199295044,0.6235859394073486,-0.1171092540025711,0.21176007390022278,0.5565740466117859,-0.14161884784698486,0.11185020208358765,0.5249595046043396,-0.14971616864204407,0.3978431224822998,0.48976972699165344,-0.014346525073051453,0.41557711362838745,0.4202381372451782,-0.09855841845273972,0.4456291198730469,0.5037763714790344,-0.13842706382274628,0.4453674256801605,0.5466191172599792,-0.1537223607301712,0.4955218434333801,0.47379711270332336,-0.0045140949077904224,0.5138255953788757,0.4158865809440613,-0.09875890612602234,0.5351410508155823,0.5212029814720154,-0.12141596525907516,0.5169636011123657,0.5488289594650269,-0.114951953291893,0.58480304479599,0.47127336263656616,-0.014287006109952927,0.6042758226394653,0.42733073234558105,-0.11386662721633911,0.6128414869308472,0.5229325890541077,-0.09992916136980057,0.5932973623275757,0.5488252639770508,-0.06417569518089294,0.6702796816825867,0.47715285420417786,-0.030667457729578018,0.677182137966156,0.4343665540218353,-0.0861162394285202,0.6788392066955566,0.5007019639015198,-0.06894762068986893,0.6644185781478882,0.5259036421775818,-0.040981944650411606,A
0.6307792067527771,0.767781674861908,-1.6092327541628038e-06,0.4775294065475464,0.7471874952316284,-0.08612474799156189,0.3186047673225403,0.6556306481361389,-0.11417610198259354,0.19707535207271576,0.5796008706092834,-0.13896219432353973,0.09288454055786133,0.545364499092102,-0.14798936247825623,0.39991557598114014,0.536064624786377,-0.013868427835404873,0.40697118639945984,0.4711182415485382,-0.10054925829172134,0.42732706665992737,0.5593897104263306,-0.13815291225910187,0.429324209690094,0.591700553894043,-0.15314404666423798,0.508998692035675,0.5232262015342712,-0.007564600557088852,0.5159924626350403,0.4731186032295227,-0.10290087759494781,0.5194676518440247,0.5861556529998779,-0.11923521757125854,0.5105376243591309,0.5958321690559387,-0.10947852581739426,0.6108933687210083,0.5276233553886414,-0.02231421321630478,0.6231398582458496,0.4857281446456909,-0.12307173013687134,0.6100599765777588,0.5882924795150757,-0.10225771367549896,0.596387505531311,0.6006790399551392,-0.06297045201063156,0.7066635489463806,0.5398450493812561,-0.04471270367503166,0.7144505381584167,0.4936966300010681,-0.10069061815738678,0.6939003467559814,0.5640354156494141,-0.08096154779195786,0.6784699559211731,0.5849383473396301,-0.05214047431945801,A
0.529687225818634,0.6216145157814026,-1.2030898233206244e-06,0.4026910364627838,0.5756794810295105,-0.03571997582912445,0.3210211992263794,0.4852990210056305,-0.05114869400858879,0.2659089267253876,0.4100905656814575,-0.07122807204723358,0.2146129608154297,0.3636358976364136,-0.08401400595903397,0.4302360713481903,0.41688790917396545,0.010723582468926907,0.42508769035339355,0.34360063076019287,-0.047294143587350845,0.4158296585083008,0.4133751094341278,-0.07808806002140045,0.42164522409439087,0.46115657687187195,-0.08849743008613586,0.5059444904327393,0.42471253871917725,0.005329000297933817,0.5000208020210266,0.3590722382068634,-0.056481197476387024,0.4834434986114502,0.447887659072876,-0.06956945359706879,0.492221474647522,0.490970641374588,-0.06037798151373863,0.5802393555641174,0.4415392279624939,-0.011902645230293274,0.5749902725219727,0.38172203302383423,-0.07532987743616104,0.5468898415565491,0.46902939677238464,-0.056811049580574036,0.5467655658721924,0.512537956237793,-0.0242800060659647,0.6562414169311523,0.4680348038673401,-0.032628029584884644,0.6479057669639587,0.4132722318172455,-0.06876130402088165,0.6131138205528259,0.4722495675086975,-0.04819276183843613,0.6065369248390198,0.5084048509597778,-0.020786046981811523,A
0.6046190857887268,0.7441573143005371,-1.3312352393768379e-06,0.4831840693950653,0.6690264940261841,-0.058985769748687744,0.40714067220687866,0.5638328194618225,-0.08995195478200912,0.34994134306907654,0.4811271131038666,-0.11582895368337631,0.29888099431991577,0.42747917771339417,-0.1276547610759735,0.5509032011032104,0.4804815649986267,-0.04598720744252205,0.46829432249069214,0.4698796570301056,-0.10486076772212982,0.4802883267402649,0.5584776401519775,-0.13053283095359802,0.5179468393325806,0.5754150152206421,-0.14749068021774292,0.6395372152328491,0.4904152750968933,-0.0465502068400383,0.5424228310585022,0.5004759430885315,-0.1096615195274353,0.5328720808029175,0.5939993858337402,-0.11592909693717957,0.5713419318199158,0.5957424640655518,-0.11432038247585297,0.7116602659225464,0.5292351841926575,-0.057219479233026505,0.6298844814300537,0.5362154245376587,-0.12191478163003922,0.5982699394226074,0.6172497272491455,-0.09210841357707977,0.6320716142654419,0.6209057569503784,-0.06389423459768295,0.7665848135948181,0.5780196785926819,-0.07449425756931305,0.7138803005218506,0.5767099261283875,-0.11102928221225739,0.6690704226493835,0.6245673894882202,-0.08866292238235474,0.6836575865745544,0.6318032741546631,-0.0671122819185257,A
0.4755789041519165,0.5936839580535889,-1.8076909782394068e-06,0.3492840826511383,0.5363506078720093,-0.02338597923517227,0.2749587297439575,0.4152751564979553,-0.026348236948251724,0.24623379111289978,0.32924389839172363,-0.038717806339263916,0.1961909532546997,0.27681034803390503,-0.0454329289495945,0.3949243426322937,0.3276589810848236,0.02938747964799404,0.3799821138381958,0.243565171957016,-0.03248097002506256,0.36268436908721924,0.32488322257995605,-0.071448415517807,0.361996054649353,0.3987019658088684,-0.08584687858819962,0.48081541061401367,0.3363991975784302,0.013845168985426426,0.46296247839927673,0.2564387917518616,-0.054928481578826904,0.4308515787124634,0.3576194941997528,-0.07797413319349289,0.4283396601676941,0.4340730309486389,-0.0717698410153389,0.5667941570281982,0.36045441031455994,-0.013709606602787971,0.5549337267875671,0.2788698077201843,-0.08390367031097412,0.5076422691345215,0.376700222492218,-0.07268648594617844,0.4939626455307007,0.4498862624168396,-0.04143912345170975,0.6540194153785706,0.39797788858413696,-0.043930139392614365,0.6388169527053833,0.3252042531967163,-0.08995147794485092,0.5866897106170654,0.3830064833164215,-0.0741865336894989,0.5662115216255188,0.4375718832015991,-0.04714522138237953,A
0.6935932040214539,0.5668656826019287,-1.732614919092157e-06,0.590879499912262,0.5236496925354004,-0.08888036012649536,0.5151939392089844,0.40293049812316895,-0.12896676361560822,0.48032301664352417,0.3006647825241089,-0.1602882444858551,0.42348378896713257,0.23248377442359924,-0.17910052835941315,0.6421791315078735,0.30837059020996094,-0.08021066337823868,0.6862766742706299,0.2666352391242981,-0.17209430038928986,0.6620798707008362,0.3465301990509033,-0.213016077876091,0.6318557858467102,0.3944174349308014,-0.23036231100559235,0.7425230741500854,0.32699817419052124,-0.07546602934598923,0.7903208136558533,0.29761800169944763,-0.18502748012542725,0.7285470366477966,0.40297797322273254,-0.21013444662094116,0.6822492480278015,0.4314894378185272,-0.20704592764377594,0.8284183740615845,0.359358012676239,-0.08443934470415115,0.8759273886680603,0.3286892771720886,-0.19629019498825073,0.8058587312698364,0.41960644721984863,-0.1835903525352478,0.7527203559875488,0.43789058923721313,-0.15198764204978943,0.9030306935310364,0.3983110189437866,-0.09882389008998871,0.9390134811401367,0.37669962644577026,-0.17340269684791565,0.8796894550323486,0.43882763385772705,-0.16132992506027222,0.8259303569793701,0.45020005106925964,-0.1375637650489807,A
